79	4	5409	3.000	480.00	1440.00	2026-01-06 14:11:55.578757
80	4	5368	4.000	100.00	400.00	2026-01-06 14:11:55.578757
81	4	5405	3.000	200.00	600.00	2026-01-06 14:11:55.578757
82	4	5376	1.000	200.00	200.00	2026-01-06 14:11:55.578757
83	4	5378	1.000	300.00	300.00	2026-01-06 14:11:55.578757
84	4	5406	2.000	190.00	380.00	2026-01-06 14:11:55.578757
85	4	5399	1.000	110.00	110.00	2026-01-06 14:11:55.578757
86	4	5411	3.000	120.00	360.00	2026-01-06 14:11:55.578757
87	4	5410	1.000	170.00	170.00	2026-01-06 14:11:55.578757
88	4	5407	6.000	270.00	1620.00	2026-01-06 14:11:55.578757
89	4	5412	2.000	160.00	320.00	2026-01-06 14:11:55.578757
90	4	5425	1.000	125.00	125.00	2026-01-06 14:11:55.578757
91	4	5449	1.000	240.00	240.00	2026-01-06 14:11:55.578757
92	4	5449	1.000	250.00	250.00	2026-01-06 14:11:55.578757
93	4	5451	1.000	210.00	210.00	2026-01-06 14:11:55.578757
94	4	5422	5.000	150.00	750.00	2026-01-06 14:11:55.578757
95	4	5413	4.000	200.00	800.00	2026-01-06 14:11:55.578757
96	4	5437	4.000	230.00	920.00	2026-01-06 14:11:55.578757
97	4	5433	2.000	310.00	620.00	2026-01-06 14:11:55.578757
98	4	5462	3.000	230.00	690.00	2026-01-06 14:11:55.578757
99	4	5465	1.000	80.00	80.00	2026-01-06 14:11:55.578757
100	4	5369	2.000	80.00	160.00	2026-01-06 14:11:55.578757
101	4	5391	2.000	85.00	170.00	2026-01-06 14:11:55.578757
102	4	5444	3.000	80.00	240.00	2026-01-06 14:11:55.578757
103	4	5408	2.000	130.00	260.00	2026-01-06 14:11:55.578757
104	4	5408	7.000	125.00	875.00	2026-01-06 14:11:55.578757
105	4	5416	1.000	85.00	85.00	2026-01-06 14:11:55.578757
106	4	5416	7.000	80.00	560.00	2026-01-06 14:11:55.578757
107	4	5424	1.000	80.00	80.00	2026-01-06 14:11:55.578757
108	4	5431	2.000	110.00	220.00	2026-01-06 14:11:55.578757
109	4	5426	9.000	100.00	900.00	2026-01-06 14:11:55.578757
110	4	5450	1.000	120.00	120.00	2026-01-06 14:11:55.578757
111	4	5438	9.000	125.00	1125.00	2026-01-06 14:11:55.578757
112	4	5434	3.000	150.00	450.00	2026-01-06 14:11:55.578757
113	4	5473	3.000	100.00	300.00	2026-01-06 14:11:55.578757
114	4	5441	1.000	130.00	130.00	2026-01-06 14:11:55.578757
115	4	5456	7.000	90.00	630.00	2026-01-06 14:11:55.578757
116	4	5380	9.000	55.00	495.00	2026-01-06 14:11:55.578757
117	4	5447	2.000	180.00	360.00	2026-01-06 14:11:55.578757
118	4	5459	2.000	250.00	500.00	2026-01-06 14:11:55.578757
119	4	5447	19.000	85.00	1615.00	2026-01-06 14:11:55.578757
120	4	5423	12.000	75.00	900.00	2026-01-06 14:11:55.578757
121	4	5463	1.000	90.00	90.00	2026-01-06 14:11:55.578757
122	4	5440	1.000	130.00	130.00	2026-01-06 14:11:55.578757
123	4	5472	1.000	180.00	180.00	2026-01-06 14:11:55.578757
124	4	5384	2.000	190.00	380.00	2026-01-06 14:11:55.578757
125	4	5943	2.000	50.00	100.00	2026-01-06 14:11:55.578757
126	4	6071	2.000	100.00	200.00	2026-01-06 14:11:55.578757
127	4	6051	5.000	130.00	650.00	2026-01-06 14:11:55.578757
128	4	6040	1.000	100.00	100.00	2026-01-06 14:11:55.578757
129	4	6047	1.000	130.00	130.00	2026-01-06 14:11:55.578757
130	4	5972	1.000	100.00	100.00	2026-01-06 14:11:55.578757
131	4	5994	2.000	45.00	90.00	2026-01-06 14:11:55.578757
132	4	5979	1.000	80.00	80.00	2026-01-06 14:11:55.578757
133	4	5976	1.000	90.00	90.00	2026-01-06 14:11:55.578757
134	4	5975	4.000	130.00	520.00	2026-01-06 14:11:55.578757
135	4	5977	6.000	140.00	840.00	2026-01-06 14:11:55.578757
136	4	6067	5.000	100.00	500.00	2026-01-06 14:11:55.578757
137	4	5991	2.000	65.00	130.00	2026-01-06 14:11:55.578757
138	4	6070	4.000	50.00	200.00	2026-01-06 14:11:55.578757
139	4	6069	1.000	60.00	60.00	2026-01-06 14:11:55.578757
140	4	6033	1.000	80.00	80.00	2026-01-06 14:11:55.578757
141	4	5984	1.000	150.00	150.00	2026-01-06 14:11:55.578757
142	4	5987	1.000	100.00	100.00	2026-01-06 14:11:55.578757
143	4	6025	2.000	100.00	200.00	2026-01-06 14:11:55.578757
144	4	5945	1.000	130.00	130.00	2026-01-06 14:11:55.578757
145	4	6018	1.000	250.00	250.00	2026-01-06 14:11:55.578757
146	4	6020	1.000	80.00	80.00	2026-01-06 14:11:55.578757
147	4	6017	1.000	90.00	90.00	2026-01-06 14:11:55.578757
148	4	6008	3.000	90.00	270.00	2026-01-06 14:11:55.578757
149	4	5989	3.000	70.00	210.00	2026-01-06 14:11:55.578757
150	4	6064	1.000	70.00	70.00	2026-01-06 14:11:55.578757
151	4	5957	1.000	250.00	250.00	2026-01-06 14:11:55.578757
\.


