284	93	5540	-1.000	260.88	260.88	2026-01-06 13:20:19.385724
285	93	5539	-1.000	96.89	96.89	2026-01-06 13:20:19.385724
286	93	5492	-1.000	98.04	98.04	2026-01-06 13:20:19.385724
287	93	5578	-1.000	114.32	114.32	2026-01-06 13:20:19.385724
288	93	5662	-1.000	377.77	377.77	2026-01-06 13:20:19.385724
289	93	5547	1.000	147.49	147.49	2026-01-06 13:20:19.385724
290	93	5498	1.000	156.79	156.79	2026-01-06 13:20:19.385724
291	93	5610	1.000	133.05	133.05	2026-01-06 13:20:19.385724
292	93	5487	1.000	87.20	87.20	2026-01-06 13:20:19.385724
293	93	5494	1.000	114.31	114.31	2026-01-06 13:20:19.385724
294	93	6079	1.000	0.10	0.10	2026-01-06 13:20:19.385724
295	93	5642	-1.000	83.38	83.38	2026-01-06 13:20:19.385724
296	93	5636	1.000	147.70	147.70	2026-01-06 13:20:19.385724
299	95	1540	-1.000	79.99	79.99	2026-01-09 11:07:54.064715
300	95	148	1.000	70.37	70.37	2026-01-09 11:07:54.064715
305	97	357	-1.000	0.09	0.09	2026-01-10 12:08:56.685767
315	99	240	-7.000	92.70	648.90	2026-01-12 11:06:12.667759
316	99	1851	-1.000	63.92	63.92	2026-01-12 11:06:12.667759
317	99	1853	-1.000	124.57	124.57	2026-01-12 11:06:12.667759
318	99	1800	-1.000	51.28	51.28	2026-01-12 11:06:12.667759
319	99	241	7.000	57.68	403.76	2026-01-12 11:06:12.667759
320	99	1829	1.000	101.57	101.57	2026-01-12 11:06:12.667759
321	99	808	1.000	0.10	0.10	2026-01-12 11:06:12.667759
322	99	1801	1.000	80.75	80.75	2026-01-12 11:06:12.667759
323	99	1872	1.000	74.57	74.57	2026-01-12 11:06:12.667759
333	101	336	-1.000	77.90	77.90	2026-01-12 11:12:47.133909
334	101	310	-2.000	153.70	307.40	2026-01-12 11:12:47.133909
335	101	336	-1.000	77.90	77.90	2026-01-12 11:12:47.133909
336	101	1975	-5.000	71.86	359.30	2026-01-12 11:12:47.133909
337	101	319	1.000	113.12	113.12	2026-01-12 11:12:47.133909
338	101	1967	1.000	93.93	93.93	2026-01-12 11:12:47.133909
339	101	311	1.000	73.72	73.72	2026-01-12 11:12:47.133909
346	103	557	-1.000	71.33	71.33	2026-01-15 06:58:24.345612
347	103	6291	1.000	0.10	0.10	2026-01-15 06:58:24.345612
63	16	337	-1.000	50.67	50.67	2025-11-13 07:07:07.433627
64	17	153	-4.000	324.41	1297.64	2025-11-13 07:07:52.548733
65	17	529	-1.000	249.41	249.41	2025-11-13 07:07:52.548733
66	18	570	-1.000	299.41	299.41	2025-11-13 07:11:46.970432
67	18	627	-1.000	149.41	149.41	2025-11-13 07:11:46.970432
68	18	2283	-1.000	0.10	0.10	2025-11-13 07:11:46.970432
69	18	2284	-1.000	0.10	0.10	2025-11-13 07:11:46.970432
70	18	2285	-1.000	0.10	0.10	2025-11-13 07:11:46.970432
71	19	512	-1.000	49.64	49.64	2025-11-13 07:30:52.765606
72	19	553	-6.000	79.55	477.30	2025-11-13 07:30:52.765606
73	20	546	1.000	179.16	179.16	2025-11-13 07:31:05.273439
74	21	59	-1.000	165.09	165.09	2025-11-13 08:44:19.35713
75	21	94	-1.000	97.81	97.81	2025-11-13 08:44:19.35713
76	21	98	-1.000	70.06	70.06	2025-11-13 08:44:19.35713
77	21	128	-1.000	54.47	54.47	2025-11-13 08:44:19.35713
78	22	58	1.000	79.64	79.64	2025-11-13 08:44:55.99102
79	22	106	1.000	92.23	92.23	2025-11-13 08:44:55.99102
86	26	1477	-1.000	249.41	249.41	2025-11-14 14:49:13.043111
87	27	2289	1.000	0.10	0.10	2025-11-14 14:49:25.143958
88	28	531	-1.000	269.95	269.95	2025-11-15 08:37:39.032375
89	28	63	-1.000	44.65	44.65	2025-11-15 08:37:39.032375
90	28	170	-1.000	70.78	70.78	2025-11-15 08:37:39.032375
91	28	109	-1.000	94.79	94.79	2025-11-15 08:37:39.032375
92	28	91	-2.000	56.03	112.06	2025-11-15 08:37:39.032375
93	28	50	-1.000	54.62	54.62	2025-11-15 08:37:39.032375
94	29	516	2.000	48.35	96.70	2025-11-15 08:39:35.003806
95	29	85	1.000	89.89	89.89	2025-11-15 08:39:35.003806
96	29	113	1.000	71.67	71.67	2025-11-15 08:39:35.003806
97	29	729	2.000	55.81	111.62	2025-11-15 08:39:35.003806
98	29	462	1.000	46.16	46.16	2025-11-15 08:39:35.003806
99	30	2289	1.000	0.10	0.10	2025-11-20 07:46:35.753229
100	31	1648	-1.000	65.49	65.49	2025-11-20 08:19:05.521082
101	32	1624	1.000	104.49	104.49	2025-11-20 08:19:20.256655
102	33	1898	1.000	58.58	58.58	2025-11-20 08:21:31.833009
103	34	883	-1.000	78.58	78.58	2025-11-20 08:21:51.31543
104	35	613	1.000	69.42	69.42	2025-11-20 08:23:56.682568
105	35	533	2.000	0.10	0.20	2025-11-20 08:23:56.682568
106	35	572	1.000	129.38	129.38	2025-11-20 08:23:56.682568
107	36	514	-1.000	240.80	240.80	2025-11-20 08:25:40.58367
108	36	1495	-1.000	224.30	224.30	2025-11-20 08:25:40.58367
109	36	1499	-1.000	69.38	69.38	2025-11-20 08:25:40.58367
110	37	372	2.000	58.82	117.64	2025-11-20 11:11:20.865868
111	38	818	-1.000	83.73	83.73	2025-11-22 10:00:15.738516
112	38	778	-1.000	141.40	141.40	2025-11-22 10:00:15.738516
113	38	481	-0.998	54.31	54.20	2025-11-22 10:00:15.738516
114	38	1633	-1.000	71.44	71.44	2025-11-22 10:00:15.738516
115	38	67	-1.000	69.76	69.76	2025-11-22 10:00:15.738516
116	38	102	-1.000	124.75	124.75	2025-11-22 10:00:15.738516
117	38	170	-1.000	70.78	70.78	2025-11-22 10:00:15.738516
118	38	90	-1.000	69.43	69.43	2025-11-22 10:00:15.738516
119	39	245	1.000	74.45	74.45	2025-11-22 10:03:29.652489
120	39	393	1.000	151.52	151.52	2025-11-22 10:03:29.652489
121	39	724	1.000	56.06	56.06	2025-11-22 10:03:29.652489
122	39	107	1.000	75.00	75.00	2025-11-22 10:03:29.652489
123	39	1541	1.000	60.00	60.00	2025-11-22 10:03:29.652489
124	39	94	1.000	117.22	117.22	2025-11-22 10:03:29.652489
125	39	113	1.000	93.07	93.07	2025-11-22 10:03:29.652489
126	39	91	1.000	56.06	56.06	2025-11-22 10:03:29.652489
127	40	511	-1.000	98.62	98.62	2025-11-26 13:10:50.120151
128	40	524	-1.000	64.74	64.74	2025-11-26 13:10:50.120151
129	40	534	-1.000	108.29	108.29	2025-11-26 13:10:50.120151
138	43	627	-1.000	140.68	140.68	2025-11-27 08:02:10.067476
139	43	1512	-1.000	90.68	90.68	2025-11-27 08:02:10.067476
140	44	1477	1.000	239.34	239.34	2025-11-27 08:02:41.267213
141	44	557	1.000	69.70	69.70	2025-11-27 08:02:41.267213
142	45	1638	-1.000	134.91	134.91	2025-11-27 08:09:02.639091
143	46	1642	1.000	69.63	69.63	2025-11-27 08:09:11.892361
144	47	143	-1.000	55.68	55.68	2025-11-27 08:21:39.283489
145	47	56	-1.000	97.76	97.76	2025-11-27 08:21:39.283489
146	48	68	1.000	129.64	129.64	2025-11-27 08:22:01.479451
147	49	1477	-1.000	255.39	255.39	2025-12-02 14:03:18.100069
148	50	553	6.000	80.17	481.02	2025-12-02 14:03:51.672205
149	50	2387	9.000	0.10	0.90	2025-12-02 14:03:51.672205
150	51	519	-1.000	89.76	89.76	2025-12-04 09:41:29.023772
151	51	1498	-1.000	110.76	110.76	2025-12-04 09:41:29.023772
152	52	611	1.000	90.69	90.69	2025-12-04 09:42:02.580898
153	52	634	1.000	80.70	80.70	2025-12-04 09:42:02.580898
154	52	590	1.000	107.71	107.71	2025-12-04 09:42:02.580898
155	53	263	-1.000	98.61	98.61	2025-12-04 09:50:20.484015
156	53	1870	-1.000	53.91	53.91	2025-12-04 09:50:20.484015
157	53	232	-1.000	82.47	82.47	2025-12-04 09:50:20.484015
158	53	209	-1.000	49.76	49.76	2025-12-04 09:50:20.484015
159	54	1853	1.000	118.78	118.78	2025-12-04 09:51:21.180755
160	54	1801	1.000	79.06	79.06	2025-12-04 09:51:21.180755
161	54	211	1.000	57.79	57.79	2025-12-04 09:51:21.180755
162	54	758	1.000	56.66	56.66	2025-12-04 09:51:21.180755
297	94	344	-17.000	76.63	1302.71	2026-01-09 07:55:21.467527
298	94	347	17.000	0.10	1.70	2026-01-09 07:55:21.467527
301	96	6281	-13.000	65.01	845.13	2026-01-09 11:13:30.128977
302	96	6284	-2.000	39.81	79.62	2026-01-09 11:13:30.128977
